job_title,salary_usd,experience_level,employment_type,company_location,company_size,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,benefits_score,company_name,remote_work_type,posting_year,application_duration,posting_month_num,posting_month
ML Ops Engineer,141791,Executive Level,Contract,France,Medium,0,"Hadoop, Azure, Python, R",PhD,13,Media,2025-02-03,2025-02-23,5.8,Algorithmic Solutions,On-site,2025,20,2,February
AI Product Manager,258637,Executive Level,Part-Time,United Kingdom,Medium,50,"Computer Vision, GCP, Azure, SQL, Python",Master,11,Education,2025-01-16,2025-02-15,9.1,Cognitive Computing,Hybrid,2025,30,1,January
NLP Engineer,49485,Mid Level,Full-Time,Finland,Small,0,"Hadoop, Java, Data Visualization",Associate,2,Technology,2024-08-09,2024-09-16,7.8,Cloud AI Solutions,On-site,2024,38,8,August
Robotics Engineer,172916,Senior Level,Part-Time,Norway,Small,100,"Computer Vision, SQL, PyTorch, Java",Bachelor,8,Manufacturing,2024-12-29,2025-01-15,7.6,Smart Analytics,Remote,2024,17,12,December
Machine Learning Engineer,324557,Executive Level,Full-Time,Denmark,Large,100,"Hadoop, Python, Git, TensorFlow",PhD,11,Telecommunications,2024-11-06,2024-11-24,7.3,Machine Intelligence Group,Remote,2024,18,11,November
AI Consultant,73894,Mid Level,Contract,France,Medium,50,"PyTorch, Statistics, MLOps, Kubernetes, Computer Vision",Bachelor,4,Consulting,2024-08-08,2024-09-12,5.2,Digital Transformation LLC,Hybrid,2024,35,8,August
Principal Data Scientist,122598,Senior Level,Full-Time,Sweden,Small,50,"Linux, AWS, Computer Vision, Deep Learning",Associate,9,Media,2025-01-05,2025-02-13,5.2,Digital Transformation LLC,Hybrid,2025,39,1,January
Data Scientist,94478,Mid Level,Freelance,Denmark,Small,100,"PyTorch, TensorFlow, Hadoop, Python",PhD,4,Retail,2024-05-24,2024-06-25,8.4,Algorithmic Solutions,Remote,2024,32,5,May
Autonomous Systems Engineer,53088,Entry Level,Part-Time,Austria,Medium,50,"GCP, Kubernetes, Computer Vision, Deep Learning, SQL",PhD,1,Finance,2025-04-12,2025-06-13,9.0,Machine Intelligence Group,Hybrid,2025,62,4,April
Machine Learning Researcher,116012,Mid Level,Full-Time,Denmark,Medium,0,"SQL, MLOps, Python",Master,3,Automotive,2024-09-23,2024-10-30,7.9,Predictive Systems,On-site,2024,37,9,September
Deep Learning Engineer,35593,Entry Level,Contract,China,Small,0,"Python, Hadoop, Deep Learning",Bachelor,0,Media,2024-03-09,2024-04-07,6.3,AI Innovations,On-site,2024,29,3,March
AI Product Manager,149053,Executive Level,Full-Time,Austria,Small,0,"GCP, Linux, R, Hadoop",Master,17,Media,2024-11-17,2024-12-26,5.5,Smart Analytics,On-site,2024,39,11,November
Principal Data Scientist,88230,Mid Level,Full-Time,Austria,Large,0,"TensorFlow, Git, Azure, Python",Associate,4,Education,2024-05-22,2024-07-27,7.6,DeepTech Ventures,On-site,2024,66,5,May
AI Research Scientist,224919,Executive Level,Freelance,Australia,Medium,100,"Kubernetes, Deep Learning, PyTorch",Associate,19,Education,2024-12-02,2025-01-24,5.7,TechCorp Inc,Remote,2024,53,12,December
Machine Learning Researcher,220439,Executive Level,Part-Time,Netherlands,Small,100,"SQL, Data Visualization, GCP, Deep Learning, MLOps",Associate,12,Manufacturing,2024-03-30,2024-04-15,9.9,TechCorp Inc,Remote,2024,16,3,March
NLP Engineer,48861,Entry Level,Part-Time,Finland,Small,100,"GCP, Python, Computer Vision, Git",Bachelor,0,Healthcare,2024-07-04,2024-08-11,8.1,DeepTech Ventures,Remote,2024,38,7,July
AI Specialist,115841,Senior Level,Freelance,United States,Small,0,"TensorFlow, Kubernetes, Deep Learning",PhD,7,Healthcare,2024-10-25,2024-12-11,7.2,Quantum Computing Inc,On-site,2024,47,10,October
NLP Engineer,57266,Mid Level,Freelance,Ireland,Medium,0,"Computer Vision, PyTorch, Linux, TensorFlow",Bachelor,3,Media,2024-08-11,2024-08-26,7.3,Neural Networks Co,On-site,2024,15,8,August
Deep Learning Engineer,66384,Mid Level,Contract,Australia,Small,0,"Git, Tableau, Hadoop, Computer Vision",Associate,2,Government,2024-04-21,2024-05-24,9.1,Autonomous Tech,On-site,2024,33,4,April
Data Analyst,184637,Executive Level,Part-Time,Sweden,Small,100,"R, SQL, Data Visualization",Bachelor,11,Government,2024-05-23,2024-07-09,5.5,Machine Intelligence Group,Remote,2024,47,5,May
AI Research Scientist,92445,Mid Level,Contract,Netherlands,Medium,50,"Linux, Python, Scala, Docker",Bachelor,4,Technology,2024-10-22,2024-12-24,9.2,DataVision Ltd,Hybrid,2024,63,10,October
Machine Learning Researcher,57388,Entry Level,Freelance,Canada,Large,0,"Python, GCP, TensorFlow",Associate,1,Consulting,2024-01-12,2024-02-12,8.3,Smart Analytics,On-site,2024,31,1,January
Head of AI,53374,Mid Level,Part-Time,China,Medium,0,"Docker, Deep Learning, R",PhD,2,Government,2024-06-22,2024-07-31,9.5,Algorithmic Solutions,On-site,2024,39,6,June
AI Research Scientist,95716,Senior Level,Contract,Finland,Small,50,"Git, Spark, Azure, Statistics",PhD,6,Media,2024-03-19,2024-04-05,7.4,Digital Transformation LLC,Hybrid,2024,17,3,March
NLP Engineer,157091,Mid Level,Freelance,Norway,Large,0,"Python, Java, Kubernetes, SQL, NLP",PhD,2,Transportation,2025-03-04,2025-03-24,7.7,DataVision Ltd,On-site,2025,20,3,March
ML Ops Engineer,204144,Senior Level,Freelance,Norway,Large,100,"Hadoop, Mathematics, Linux",PhD,8,Telecommunications,2024-12-12,2025-01-03,9.5,Autonomous Tech,Remote,2024,22,12,December
AI Software Engineer,190314,Executive Level,Contract,Netherlands,Medium,100,"GCP, Computer Vision, Scala, AWS, Linux",PhD,12,Government,2024-05-23,2024-07-22,9.9,Digital Transformation LLC,Remote,2024,60,5,May
Principal Data Scientist,198403,Executive Level,Freelance,Denmark,Medium,50,"Data Visualization, SQL, Scala",Associate,15,Media,2024-03-14,2024-04-21,9.1,Digital Transformation LLC,Hybrid,2024,38,3,March
Research Scientist,153040,Senior Level,Contract,Canada,Large,50,"SQL, Tableau, Statistics, GCP",Bachelor,7,Manufacturing,2024-06-25,2024-08-23,8.2,Autonomous Tech,Hybrid,2024,59,6,June
AI Software Engineer,51898,Mid Level,Freelance,Israel,Small,0,"Deep Learning, Python, NLP",Associate,2,Consulting,2024-10-05,2024-11-26,8.9,Machine Intelligence Group,On-site,2024,52,10,October
AI Architect,115191,Senior Level,Freelance,Germany,Small,0,"R, AWS, Git, Tableau",Associate,7,Education,2024-07-10,2024-09-04,5.7,Advanced Robotics,On-site,2024,56,7,July
ML Ops Engineer,170139,Senior Level,Part-Time,United States,Large,50,"Python, Spark, Hadoop",Bachelor,5,Technology,2025-01-30,2025-03-27,9.6,Future Systems,Hybrid,2025,56,1,January
ML Ops Engineer,63860,Entry Level,Contract,Canada,Large,100,"Linux, TensorFlow, GCP, Docker, Azure",Master,0,Gaming,2024-08-02,2024-09-28,9.5,Autonomous Tech,Remote,2024,57,8,August
NLP Engineer,125152,Mid Level,Contract,Norway,Medium,100,"TensorFlow, Docker, AWS, Spark",PhD,3,Retail,2024-08-11,2024-08-31,6.6,Smart Analytics,Remote,2024,20,8,August
AI Software Engineer,61572,Entry Level,Contract,South Korea,Large,50,"Linux, Azure, Kubernetes",Bachelor,0,Healthcare,2024-07-19,2024-09-08,7.1,DataVision Ltd,Hybrid,2024,51,7,July
Head of AI,101054,Mid Level,Contract,Germany,Medium,50,"Statistics, Tableau, Java, Data Visualization, NLP",Master,3,Transportation,2024-01-06,2024-02-26,8.5,Autonomous Tech,Hybrid,2024,51,1,January
Data Engineer,145355,Executive Level,Contract,Canada,Small,100,"Spark, Linux, AWS, Deep Learning",Master,13,Media,2024-08-25,2024-09-12,9.6,DeepTech Ventures,Remote,2024,18,8,August
Deep Learning Engineer,183484,Executive Level,Full-Time,Singapore,Small,100,"Scala, Data Visualization, TensorFlow, Mathematics, Java",Master,19,Gaming,2024-11-20,2025-01-01,7.7,Autonomous Tech,Remote,2024,42,11,November
AI Product Manager,111997,Mid Level,Contract,Singapore,Large,100,"PyTorch, Scala, Hadoop, Docker, Computer Vision",PhD,2,Technology,2025-03-15,2025-04-14,6.6,Neural Networks Co,Remote,2025,30,3,March
AI Specialist,214195,Executive Level,Part-Time,United Kingdom,Medium,100,"Tableau, GCP, Python",Bachelor,19,Manufacturing,2025-03-13,2025-04-11,5.2,Smart Analytics,Remote,2025,29,3,March
AI Software Engineer,93211,Senior Level,Part-Time,India,Medium,50,"Python, TensorFlow, GCP, Java",Master,9,Manufacturing,2025-01-08,2025-02-03,9.3,Machine Intelligence Group,Hybrid,2025,26,1,January
Deep Learning Engineer,82209,Entry Level,Part-Time,Germany,Large,100,"Statistics, TensorFlow, Python",Master,1,Transportation,2024-11-09,2024-12-23,7.0,Smart Analytics,Remote,2024,44,11,November
AI Software Engineer,149669,Senior Level,Part-Time,Germany,Medium,50,"Scala, Hadoop, Azure",Associate,9,Retail,2024-11-01,2024-11-23,6.2,Predictive Systems,Hybrid,2024,22,11,November
AI Software Engineer,56825,Mid Level,Part-Time,China,Medium,50,"Linux, Azure, Git, Deep Learning, Spark",Associate,3,Government,2024-07-11,2024-08-02,9.5,AI Innovations,Hybrid,2024,22,7,July
Research Scientist,131635,Mid Level,Full-Time,Denmark,Large,50,"Kubernetes, Git, GCP, NLP",PhD,2,Manufacturing,2024-03-10,2024-04-16,8.2,TechCorp Inc,Hybrid,2024,37,3,March
NLP Engineer,163843,Senior Level,Freelance,Norway,Large,50,"Scala, Python, Data Visualization, Kubernetes, Statistics",PhD,7,Telecommunications,2024-09-20,2024-10-23,8.5,Algorithmic Solutions,Hybrid,2024,33,9,September
AI Consultant,73281,Mid Level,Contract,India,Large,0,"Deep Learning, Azure, Python",Bachelor,2,Technology,2025-01-28,2025-02-21,5.5,Cloud AI Solutions,On-site,2025,24,1,January
Principal Data Scientist,51907,Mid Level,Contract,South Korea,Medium,50,"Statistics, AWS, Java, PyTorch",Associate,3,Technology,2024-10-07,2024-12-06,8.3,DataVision Ltd,Hybrid,2024,60,10,October
NLP Engineer,178240,Executive Level,Freelance,Netherlands,Small,50,"Python, Spark, TensorFlow",Bachelor,12,Real Estate,2024-06-01,2024-07-15,8.5,Autonomous Tech,Hybrid,2024,44,6,June
Machine Learning Researcher,83226,Senior Level,Full-Time,Ireland,Small,0,"SQL, Docker, Linux, GCP",Master,7,Technology,2024-11-19,2025-01-02,7.9,Advanced Robotics,On-site,2024,44,11,November
AI Product Manager,46995,Entry Level,Full-Time,Austria,Small,100,"PyTorch, NLP, MLOps, Azure",Master,1,Finance,2024-07-07,2024-08-01,5.9,DataVision Ltd,Remote,2024,25,7,July
AI Research Scientist,275296,Executive Level,Full-Time,Switzerland,Large,0,"Docker, Azure, NLP",Associate,14,Transportation,2024-02-06,2024-03-14,7.0,DataVision Ltd,On-site,2024,37,2,February
Deep Learning Engineer,300422,Executive Level,Part-Time,Denmark,Medium,100,"Python, TensorFlow, R",Bachelor,11,Education,2024-09-30,2024-11-18,9.9,Machine Intelligence Group,Remote,2024,49,9,September
AI Product Manager,116704,Mid Level,Contract,Canada,Large,100,"SQL, PyTorch, NLP, Data Visualization",Bachelor,2,Finance,2024-03-30,2024-04-15,9.8,Autonomous Tech,Remote,2024,16,3,March
AI Specialist,98422,Entry Level,Part-Time,United States,Large,0,"Java, Python, Mathematics",PhD,0,Transportation,2024-05-23,2024-07-07,9.4,Cloud AI Solutions,On-site,2024,45,5,May
Machine Learning Researcher,210249,Executive Level,Part-Time,Norway,Medium,100,"Mathematics, Docker, Deep Learning",Master,15,Gaming,2024-12-20,2025-02-15,6.4,Machine Intelligence Group,Remote,2024,57,12,December
NLP Engineer,67708,Mid Level,Freelance,South Korea,Small,0,"NLP, R, Scala, Computer Vision, Azure",Master,3,Manufacturing,2024-06-10,2024-07-20,7.6,Algorithmic Solutions,On-site,2024,40,6,June
Data Engineer,95796,Executive Level,Freelance,Austria,Small,100,"Python, TensorFlow, Scala, AWS",Master,13,Consulting,2024-10-15,2024-12-25,5.8,Advanced Robotics,Remote,2024,71,10,October
Head of AI,229098,Executive Level,Part-Time,Denmark,Large,50,"PyTorch, SQL, Kubernetes, Git, Java",Master,17,Government,2024-02-01,2024-03-25,8.5,Predictive Systems,Hybrid,2024,53,2,February
ML Ops Engineer,134300,Executive Level,Contract,Ireland,Small,50,"Java, Python, Deep Learning, Statistics",Master,11,Education,2024-07-14,2024-09-16,5.0,Predictive Systems,Hybrid,2024,64,7,July
AI Specialist,74408,Entry Level,Contract,Australia,Medium,100,"TensorFlow, Docker, R, NLP, Java",Associate,1,Automotive,2024-08-07,2024-09-24,7.9,Machine Intelligence Group,Remote,2024,48,8,August
AI Architect,201971,Executive Level,Full-Time,Netherlands,Medium,0,"Java, Scala, Tableau",PhD,13,Technology,2024-07-17,2024-09-11,6.8,Future Systems,On-site,2024,56,7,July
AI Software Engineer,180764,Executive Level,Contract,France,Small,100,"GCP, TensorFlow, Data Visualization",Master,17,Gaming,2025-02-17,2025-03-16,7.6,AI Innovations,Remote,2025,27,2,February
Principal Data Scientist,49644,Entry Level,Contract,China,Large,100,"Linux, PyTorch, TensorFlow, Azure, Python",Bachelor,0,Finance,2025-02-15,2025-03-26,5.5,Future Systems,Remote,2025,39,2,February
AI Product Manager,89115,Senior Level,Contract,South Korea,Medium,50,"MLOps, Python, Linux, NLP",Master,7,Energy,2025-03-22,2025-05-19,6.3,Neural Networks Co,Hybrid,2025,58,3,March
AI Software Engineer,38540,Entry Level,Part-Time,Austria,Small,0,"Linux, Kubernetes, Spark, Java",Associate,1,Technology,2025-01-29,2025-02-27,7.6,Smart Analytics,On-site,2025,29,1,January
AI Product Manager,180252,Senior Level,Full-Time,United States,Large,50,"TensorFlow, Kubernetes, SQL, Linux, Mathematics",Master,7,Telecommunications,2024-02-14,2024-04-07,6.3,Future Systems,Hybrid,2024,53,2,February
Robotics Engineer,56585,Entry Level,Full-Time,Netherlands,Small,0,"MLOps, Java, AWS, NLP, PyTorch",Master,1,Gaming,2024-10-25,2024-11-13,6.1,Cloud AI Solutions,On-site,2024,19,10,October
AI Specialist,103942,Senior Level,Freelance,Sweden,Medium,0,"Statistics, Python, TensorFlow",PhD,5,Education,2025-02-07,2025-03-06,5.5,Smart Analytics,On-site,2025,27,2,February
Autonomous Systems Engineer,176009,Senior Level,Freelance,United Kingdom,Large,50,"PyTorch, SQL, TensorFlow, Git, Azure",Bachelor,9,Automotive,2024-02-25,2024-03-31,6.6,Quantum Computing Inc,Hybrid,2024,35,2,February
AI Specialist,59056,Mid Level,Contract,Ireland,Medium,50,"Scala, SQL, Deep Learning, Statistics, GCP",Associate,2,Healthcare,2024-08-23,2024-10-18,6.0,Predictive Systems,Hybrid,2024,56,8,August
AI Consultant,76940,Mid Level,Full-Time,Austria,Medium,0,"AWS, Scala, Docker",Associate,3,Transportation,2025-03-29,2025-05-31,7.5,Cognitive Computing,On-site,2025,63,3,March
Machine Learning Engineer,110341,Senior Level,Contract,United Kingdom,Medium,0,"Spark, Kubernetes, Mathematics",PhD,7,Retail,2025-03-20,2025-05-08,5.6,Smart Analytics,On-site,2025,49,3,March
Data Scientist,102922,Mid Level,Freelance,United Kingdom,Large,0,"Python, SQL, Git",Associate,4,Government,2024-06-14,2024-07-05,7.4,Digital Transformation LLC,On-site,2024,21,6,June
Machine Learning Researcher,44130,Entry Level,Full-Time,Japan,Small,0,"Python, GCP, Docker, Git, Java",Master,0,Technology,2024-11-22,2024-12-20,8.7,DataVision Ltd,On-site,2024,28,11,November
Data Engineer,128112,Senior Level,Contract,Singapore,Large,100,"Mathematics, Hadoop, Tableau",Associate,5,Telecommunications,2024-11-26,2025-01-20,9.3,Quantum Computing Inc,Remote,2024,55,11,November
Data Analyst,48892,Entry Level,Contract,France,Medium,100,"Linux, Python, NLP",Bachelor,0,Consulting,2024-10-08,2024-12-09,6.6,DataVision Ltd,Remote,2024,62,10,October
Research Scientist,127478,Mid Level,Contract,United Kingdom,Large,50,"Java, Docker, Hadoop",Master,4,Transportation,2025-03-26,2025-04-29,7.8,DataVision Ltd,Hybrid,2025,34,3,March
AI Research Scientist,100524,Senior Level,Freelance,Finland,Medium,0,"Python, Kubernetes, Statistics, TensorFlow",PhD,6,Gaming,2024-03-29,2024-05-25,5.6,TechCorp Inc,On-site,2024,57,3,March
Deep Learning Engineer,45429,Entry Level,Full-Time,Japan,Large,0,"GCP, Deep Learning, Python, MLOps",Associate,0,Gaming,2024-09-14,2024-09-30,6.8,Algorithmic Solutions,On-site,2024,16,9,September
ML Ops Engineer,62262,Mid Level,Full-Time,Austria,Large,100,"R, SQL, AWS, MLOps, Data Visualization",Bachelor,4,Healthcare,2025-03-19,2025-04-07,9.4,AI Innovations,Remote,2025,19,3,March
AI Specialist,68595,Mid Level,Full-Time,China,Small,50,"Azure, Python, TensorFlow, Data Visualization",Master,4,Manufacturing,2024-01-30,2024-02-29,7.5,Machine Intelligence Group,Hybrid,2024,30,1,January
AI Software Engineer,301038,Executive Level,Part-Time,Norway,Medium,50,"GCP, Azure, Deep Learning, Spark, SQL",PhD,18,Media,2025-04-15,2025-05-13,5.5,Cognitive Computing,Hybrid,2025,28,4,April
Robotics Engineer,46253,Entry Level,Contract,China,Medium,0,"MLOps, Data Visualization, Git, TensorFlow, Hadoop",Associate,1,Government,2025-04-15,2025-05-30,7.9,DataVision Ltd,On-site,2025,45,4,April
NLP Engineer,59644,Entry Level,Part-Time,Australia,Medium,0,"R, Docker, GCP, Java",Associate,0,Consulting,2024-04-20,2024-05-27,8.7,Future Systems,On-site,2024,37,4,April
Principal Data Scientist,53960,Mid Level,Part-Time,Finland,Medium,0,"PyTorch, MLOps, Computer Vision, AWS, Deep Learning",Master,3,Telecommunications,2024-07-15,2024-08-16,9.7,Digital Transformation LLC,On-site,2024,32,7,July
Computer Vision Engineer,94894,Entry Level,Part-Time,Netherlands,Large,50,"AWS, Hadoop, Python, Scala, Computer Vision",Associate,1,Real Estate,2025-03-02,2025-04-13,8.5,Autonomous Tech,Hybrid,2025,42,3,March
Autonomous Systems Engineer,91611,Senior Level,Contract,Israel,Large,0,"PyTorch, SQL, Kubernetes",Associate,5,Finance,2024-09-08,2024-11-12,7.0,Digital Transformation LLC,On-site,2024,65,9,September
NLP Engineer,285880,Executive Level,Freelance,Netherlands,Large,50,"SQL, Linux, Tableau, MLOps, Spark",Master,18,Finance,2024-04-15,2024-05-08,9.2,Smart Analytics,Hybrid,2024,23,4,April
AI Architect,115263,Mid Level,Freelance,United Kingdom,Large,50,"Mathematics, Hadoop, Scala, NLP, Kubernetes",Bachelor,3,Finance,2025-01-25,2025-02-22,6.9,Machine Intelligence Group,Hybrid,2025,28,1,January
Research Scientist,51882,Mid Level,Contract,China,Small,50,"Scala, R, SQL",Associate,3,Technology,2024-02-07,2024-03-23,9.0,Quantum Computing Inc,Hybrid,2024,45,2,February
Data Scientist,82051,Mid Level,Part-Time,Germany,Medium,100,"Java, Python, MLOps, Docker",Master,2,Automotive,2025-04-20,2025-05-24,6.1,Predictive Systems,Remote,2025,34,4,April
ML Ops Engineer,122331,Senior Level,Freelance,Canada,Large,0,"SQL, NLP, Python",PhD,5,Retail,2025-02-08,2025-03-07,5.7,Cognitive Computing,On-site,2025,27,2,February
AI Product Manager,159643,Senior Level,Part-Time,United States,Small,100,"Data Visualization, Linux, GCP, Hadoop",Master,5,Gaming,2024-01-27,2024-03-03,5.3,Digital Transformation LLC,Remote,2024,36,1,January
Research Scientist,254305,Executive Level,Freelance,United Kingdom,Medium,50,"Hadoop, Python, Linux, Mathematics",Bachelor,15,Transportation,2024-03-09,2024-03-26,9.4,DeepTech Ventures,Hybrid,2024,17,3,March
Data Analyst,52027,Mid Level,Part-Time,South Korea,Medium,100,"Kubernetes, Linux, Tableau, MLOps, Statistics",Master,2,Retail,2024-04-18,2024-05-18,5.7,Smart Analytics,Remote,2024,30,4,April
Robotics Engineer,43072,Entry Level,Part-Time,India,Small,100,"Docker, PyTorch, Spark, TensorFlow, NLP",Associate,0,Energy,2025-01-15,2025-03-10,8.3,Future Systems,Remote,2025,54,1,January
Research Scientist,87011,Mid Level,Freelance,France,Large,50,"Tableau, Linux, PyTorch, Java, AWS",PhD,4,Gaming,2025-03-30,2025-05-13,8.5,Future Systems,Hybrid,2025,44,3,March
AI Research Scientist,36734,Entry Level,Freelance,China,Small,100,"Azure, Python, Mathematics",Master,1,Media,2024-10-11,2024-11-14,9.2,AI Innovations,Remote,2024,34,10,October
Head of AI,84897,Mid Level,Contract,Ireland,Large,0,"TensorFlow, Linux, Deep Learning, Hadoop",Associate,3,Manufacturing,2024-10-07,2024-12-12,5.9,TechCorp Inc,On-site,2024,66,10,October
AI Research Scientist,173839,Senior Level,Freelance,United States,Medium,100,"TensorFlow, Azure, Tableau, Data Visualization, Hadoop",Bachelor,5,Government,2025-02-04,2025-03-26,5.1,Neural Networks Co,Remote,2025,50,2,February
